,ID,text,select_text,sentiment,mood
8427,8428,i should instead develop warm and friendly feelings towards everyone i meet thereby allowing my mind to develop virtuous attitudes,instead develop warm friendly feeling towards everyone meet thereby allowing mind develop virtuous attitude,positive,"joy
"
8428,8429,i was feeling so indecisive and blah,feeling indecisive blah,negative,"fear
"
8429,8430,i actually feel pretty good,actually feel pretty good,positive,"joy
"
8430,8431,i mean architectural wonders just make you feel wowed impressed and you just end up really respecting the people who built them but nature just makes you feel so much more aware of the world around you without actually actively doing anything because they were always there you know,mean architectural wonder make feel wowed impressed end really respecting people built nature make feel much aware world around without actually actively anything always know,positive,"surprise
"
8431,8432,i feel sure the majority would go for ios on a galaxy sii or a lumia,feel sure majority would galaxy sii lumia,positive,"joy
"
8432,8433,i feel neglectful that i have to skip over all the entries from this community and that i dont have the time to be as religious as i had been,feel neglectful skip entry community dont time religious,negative,"sadness
"
8433,8434,i feel we would be a far better species,feel would far better specie,positive,"joy
"
8434,8435,i know so many people rave about it that i m feeling a bit weird,know many people rave feeling bit weird,positive,"surprise
"
8435,8436,i just cant make proper conversation and feel annoyed by little things,cant make proper conversation feel annoyed little thing,negative,"anger
"
8436,8437,i soon went back to feeling shitty again,soon went back feeling shitty,negative,"sadness
"
8437,8438,i can t believe all the newborns that i ve photographed with heads full of dark hair but i am feeling just a little envious because my babies are bald and blonde as they come,believe newborn photographed head full dark hair feeling little envious baby bald blonde come,negative,"anger
"
8438,8439,i feel dumb for asking ryan said but ben cut him off,feel dumb asking ryan said ben cut,negative,"sadness
"
8439,8440,i know that the amount of control i feel i need to have over my life is over the top so i continue to work at keeping faith and trusting that life is unfolding as it should,know amount control feel need life top continue work keeping faith trusting life unfolding,positive,"joy
"
8440,8441,i feel the nearness of my beloved grandpa bishop hi grandpa,feel nearness beloved grandpa bishop grandpa,positive,"joy
"
8441,8442,i cant wait to feel her innocent spirit,cant wait feel innocent spirit,positive,"joy
"
8442,8443,i feel the delicious heat rising in me again begging for release but i try to stave it off,feel delicious heat rising begging release try stave,positive,"joy
"
8443,8444,i have a few prayer requests if you want to the add your own to the list feel free,prayer request want add list feel free,positive,"joy
"
8444,8445,i love this service because it is easy to use set up amp because i feel like by using the service im supporting a small company which we all know i love to do,love service easy use set amp feel like using service supporting small company know love,positive,"love
"
8445,8446,i can tell myself that i feel like i trust others and yet what i am actually feeling is loyal which can cause me to pretend that there is trust when there is none,tell feel like trust others yet actually feeling loyal cause pretend trust none,positive,"love
"
8446,8447,i come home from work too often feeling irritable and it s not fair or loving to dump all that ugliness onto my husband,come home work often feeling irritable fair loving dump ugliness onto husband,negative,"anger
"
8447,8448,i feel optimistic about the remainder of our time in the military,feel optimistic remainder time military,positive,"joy
"
8448,8449,i really need to be at church to feel gods gentle touch in my life,really need church feel god gentle touch life,positive,"love
"
8449,8450,i do feel pressure to provide my faithful reader with a mock draft ive decided to go forth promising to emphasise speculation rather than educated mock over draft,feel pressure provide faithful reader mock draft ive decided forth promising emphasise speculation rather educated mock draft,positive,"love
"
8450,8451,i use this as a ugh its been a long week lets make myself feel pretty mask and ive honestly been loving the effects,use ugh long week let make feel pretty mask ive honestly loving effect,positive,"love
"
8451,8452,i leave his words feeling doubtful of the naight ever ending,leave word feeling doubtful naight ever ending,negative,"fear
"
8452,8453,i feel so regretful about getting such high hopes on myself coz i thought i got the damn job and then spurging on things that i dont need when i can use those money to get something decent for both of us,feel regretful getting high hope coz thought got damn job spurging thing dont need use money get something decent,negative,"sadness
"
